,Clothing ID,Age,Title,Review Text,Rating,Recommended IND,Positive Feedback Count,Division Name,Department Name,Class Name,Cleaned_Review_Text,Extracted_Aspects,Aspect_Sentiment
11705,1078,36,Great tunic,Love the pattern of this tunic. it's comfy and unique.,4,1,0,General,Dresses,Dresses,love pattern tunic comfy unique,['pattern'],{'pattern': 2.0}
11709,1078,28,Super casual and comfortable,"I love this dress! it is a very casual and loose fit, which makes it super comfortable. i highly recommend it since it is versatile for fall and spring and can be styled quite a few ways.",5,1,1,General,Dresses,Dresses,love dress casual loose fit makes super comfortable highly recommend since versatile fall spring styled quite ways,"['fit', 'comfort', 'style']","{'fit': 2.0, 'comfort': 2.0, 'style': 2.0}"
11712,1078,41,,"I wasn't sure about this dress when i ordered it online, but thought i would give it a try. i am 5'2"" (ordered an xs) and thought i may be too short to pull something like this off, and that it might look like a moo-moo or maternity dress on me. but, i absolutely love it! my husband does too...very sexy and low-key. i wore it for the first time today and received 5 compliments within an hour! this is going to be one of my favorites!",5,1,1,General,Dresses,Dresses,wasnt sure dress ordered online thought would give try ordered xs thought may short pull something like might look like moomoo maternity dress absolutely love husband toovery sexy lowkey wore first time today received compliments within hour going one favorites,,
11720,1078,35,Confortable,"I wanted something for the hot summers here, and this fits the ticket. very lightweight and airy. it's somewhat of a strange design, short in the front, hitting an inch or two above the knee, but the back is unusually long. the lining is awkward, and kind of tight and difficult to get into. the material is very thin, and although i haven't noticed any strings or unraveling like other reviewers, it's not the highest quality. overall the dress is nice and lightweight, but not the greatest quality",3,1,0,General,Dresses,Dresses,wanted something hot summers fits ticket lightweight airy somewhat strange design short front hitting inch two knee back unusually long lining awkward kind tight difficult get material thin although havent noticed strings unraveling like reviewers highest quality overall dress nice lightweight greatest quality,"['fit', 'quality', 'lining', 'weight']","{'fit': 0.0, 'quality': 0.0, 'lining': 0.0, 'weight': 0.0}"
11723,1078,49,Tent-like but cozy,"I tried this on in the store and it fit like a tent on me. it doesn't help that i'm 5'1"" and the store didn't have the petite sizes. maybe on a teller person it would work better. or maybe if i had been able to try the petite size it would have more wearable. it is a comfy style and the natural fiber is a plus. i have another holding horses dress that i love which also runs large. i did not mark this as ""runs large"" because the sleeves are more true to size while the bodice is very billowy. i wo",3,0,4,General Petite,Dresses,Dresses,tried store fit like tent doesnt help im store didnt petite sizes maybe teller person would work better maybe able try petite size would wearable comfy style natural fiber plus another holding horses dress love also runs large mark runs large sleeves true size bodice billowy wo,"['fit', 'style']","{'fit': 2.0, 'style': 2.0}"
11730,1078,31,"Pretty, but not as pretty as i thought","I thought the colors would be brighter and i didn't realize the lace would be see through. i returned it because it was also shorter that i expected. but overall it was a nice dress, just not for me.",4,0,0,General Petite,Dresses,Dresses,thought colors would brighter didnt realize lace would see returned also shorter expected overall nice dress,['color'],{'color': 0.0}
11736,1078,32,So cute!,"Other reviews are right, it is a little short in front. but it's such an adorable dress that i don't care! i love the material. super soft.",5,1,0,General Petite,Dresses,Dresses,reviews right little short front adorable dress dont care love material super soft,,
11740,1078,28,Love this dress,"Flowy, comfy plaid dress perfect for the fall or winter. front is much shorter than the back - at 5'8"" the front is nearly too short on me, but works with a pair of tights. dress has a cami slip underneath, which is needed as the blue detailing across the chest and down the center is sheer, adding to how special the dress is. can be made more or less casual based on accessories and footwear!",5,1,8,General Petite,Dresses,Dresses,flowy comfy plaid dress perfect fall winter front much shorter back front nearly short works pair tights dress cami slip underneath needed blue detailing across chest center sheer adding special dress made less casual based accessories footwear,,
11741,1078,52,Adorable dress but poor quality :(,"I just think this dress is so cute! i love it with booties! 
here are the fit details: i'm 5'4 1/2"" and the front of the dress hits just above my knees. (i was concerned that it would be too short for my lifestyle based on the photo). the sleeves roll up and have a tab to button, however the button is very low. therefore, the sleeve rolls up not mid arm, but actually about three inches above my wrist! (it's still super cute, just nowhere near my elbow. just letting you know).
final detail that",3,0,1,General Petite,Dresses,Dresses,think dress cute love booties fit details im front dress hits knees concerned would short lifestyle based photo sleeves roll tab button however button low therefore sleeve rolls mid arm actually three inches wrist still super cute nowhere near elbow letting know final detail,"['fit', 'style']","{'fit': 1.0, 'style': 1.0}"
11745,1078,36,Surpassed my expectations,"I really wasn't sure if this dress would work for me, so i was very excited when i fell in love with it! i haven't experienced any quality or tearing issues with it as one reviewer noted, thank goodness! i love the color scheme and versatility of this dress. i have worn it with tights, a belt and short-heeled ankle booties to make it a little more dressy. but i most love it with some funky jewelry and leggings, wearing it more tunic style. the slip underneath is a great feature as well! it does",5,1,1,General Petite,Dresses,Dresses,really wasnt sure dress would work excited fell love havent experienced quality tearing issues one reviewer noted thank goodness love color scheme versatility dress worn tights belt shortheeled ankle booties make little dressy love funky jewelry leggings wearing tunic style slip underneath great feature well,"['quality', 'style', 'color', 'versatility']","{'quality': 4.0, 'style': 4.0, 'color': 4.0, 'versatility': 4.0}"
